id,code,title,definition
317316634,LA30.5,Anomalies in tooth resorption or loss,
636380515,LB72,Structural developmental anomalies of shoulder girdle,Any condition caused by failure of the shoulder girdle to correctly develop during the antenatal period.
2074372855,LD44.B,Deletions of chromosome 11,
776465804,LC52,Complex or combined developmental vascular malformations involving the skin,
1262245334,LD56,"Chimaera 46, XX, 46, XY","A disease caused by XX and XY embryonic fusion or two distinct loss event of a sex chromosome from a XXY embryo early in development. This results in a subset of cells in the body having a XX karyotype, while other cells demonstrate a XY karyotype. This disease may present with abnormal genital development."
17481526,LB31.4,Congenital diverticulum of urinary bladder,"A condition caused by failure of the bladder to correctly develop. This condition is characterised by weakness in the bladder wall through which some of the lining of the bladder protrudes. This condition may present with urinary tract infections, difficulty voiding, or abdominal fullness. This condition may also be asymptomatic."
1120553459,LB53.1,"Hypospadias, penile","A condition of the urethra affecting males, caused by determinants arising during the antenatal period. This condition is characterised by a malformation of the urethra and the ventral side of the penis and an abnormally placed urinary meatus that opens along the shaft of the penis. This condition may also present with an incomplete foreskin that forms a hood."
181360284,LA11.60,Irregular pupil of the eye,
1012897702,LB30,Structural developmental anomalies of kidneys,Any condition caused by failure of the kidneys to correctly develop during the antenatal period.
1870961422,LA11.61,Iridoschisis,
664625334,LA8E.3,Interatrial communication through coronary sinus orifice,"A congenital cardiovascular malformation in which there is a communication between the left atrium and the coronary sinus allowing interatrial communication through the coronary sinus ostium.

Additional information: 'Interatrial communication through coronary sinus orifice' may or may not be associated with a persistent left superior caval vein (superior vena cava). This occurs in the absence of the coronary sinus (total unroofing of the coronary sinus) or partial unroofing of the coronary sinus."
775270311,LD90,Conditions with disorders of intellectual development as a relevant clinical feature,
366590783,LD47.2,Balanced autosomal rearrangement in abnormal individual,"Any disease caused by alteration of autosome structure with no net gain or loss of genetic material, in an individual demonstrating abnormalities. Confirmation is through observation of a balanced chromosomal rearrangement by genetic testing."
1185936109,LA13.71,Optic nerve aplasia,
2016900188,,Congenital anomalies of skin development,
707822048,LD41.G,Duplications of chromosome 17,
1243065373,LB45.7,Accessory fallopian tube,"A condition of the fallopian tube, caused by determinants arising during the antenatal period. This condition is characterised by the duplication of one or more fallopian tubes, commonly attached to the ampullary segment."
1122707206,LD28.1,Ehlers-Danlos syndrome,"Ehlers – Danlos syndrome (EDS) is a heterogeneous group of inherited disorders of connective tissue, principally collagen, that range in severity from mild joint hypermobility to life-threatening fragility of soft tissue and vasculature."
1476452079,LB79.1,Webbed fingers,A condition caused by failure of the longitudinal interdigital necrosis that normally separates the fingers to during the antenatal period. This condition is characterised by the presence of two or more fingers that are fused together.
2041788595,LB52.1,"Undescended testicle, unilateral","The situation in which one of the two testicles in a male has not transitioned from the abdomen, and therefore appears absent from the scrotum."
1548168158,LA60,Webbed neck,A condition caused by failure of the tissues of the neck to correctly develop during the antenatal period. This condition is characterised by a broad neck due to lateral folds of skin. This condition may present with limited range of motion of the neck.
1768853109,LA13.8,Certain congenital malformations of posterior segment of eye,
387657710,LB70.2,J-shaped sella turcica,
679333287,LA73,Structural developmental anomalies of trachea,
2113355045,LD2C,Overgrowth syndromes,
2078345611,LD24.6,Multiple epiphyseal dysplasia or pseudoachondroplasia,
1999264345,LB12,Structural developmental anomalies of oesophagus,"Any congenital defect of oesophagus that results from interference with the normal growth and differentiation of the fetus. Such defects can arise at any stage of embryonic development, vary greatly in type and severity, and are caused by a wide variety of determining factors, including genetic mutations, chromosomal aberrations, teratogenic agents, and environmental factors. Most developmental defects are apparent at birth, especially any structural malformation, but some becomes evident later."
2025976730,LB73.2,Structural developmental anomalies of spine,Any condition caused by failure of the spine to correctly develop during the antenatal period.
551758329,LB02,Gastroschisis,"Gastroschisis is a congenital abdominal wall defect characterised by viscera protruding, without a covering sac, from the fetal abdomen on the right lateral base of the umbilicus."
1672462112,LB15.2,Congenital short bowel,Short bowel syndrome is a condition in which nutrients are not properly absorbed due to a congenital defect where a large part of the small intestine is missing .
1626557438,LD50.01,"Karyotype 46, X iso Xq","A disease affecting females, caused by one of the two X chromosomes consisting of two q arms, which are structurally identical and contain the same genes. This disease may present with short stature, extra folds of skin on the neck, a low hairline at the back of the neck, puffiness or swelling of the hands and feet, skeletal abnormalities, ovarian hypofunction or premature ovarian failure, kidney problems, or heart defects. This disease may be differentiated from classical Turner Syndrome by a near complete lack of gonadal development, resulting in a lack of menstruation or breast development. Confirmation is through observation of an iso Xq chromosome by karyotyping."
134836096,LA75.1,Agenesis of lung,This refers to the absence or rudimentary residua of an undeveloped lung.
216192536,LB15.0,Meckel diverticulum,"A congenital abnormality characterised by the outpouching or sac formation in the ILEUM. It is a remnant of the embryonic YOLK SAC in which the VITELLINE DUCT failed to close. During early gestation, the omphalomesenteric or vitelline duct connects the fetal yolk sac to the primitive gut. By 7-8 weeks of gestation, this duct is normally completely obliterated. A Meckel diverticulum results when this structure fails to resorb completely."
70618834,LB73.23,Aplasia or hypoplasia of the odontoid process of axis,
1898672766,LB16.0,"Congenital absence, atresia or stenosis of large intestine",Colonic atresia is a congenital intestinal malformation resulting in a non-latent segment of the colon and characterised by lower intestinal obstruction manifesting with abdominal distention and failure to pass meconium in newborns.
1723390898,LD20.3,Syndromes with holoprosencephaly as a major feature,"Any syndrome caused by failure of the prosencephalon to divide in two during the antenatal period. These syndromes may present with closely spaced eyes, cyclopia, flat nasal bridge, single maxillary central incisor, small head size, and clefts of the lip and palate."
1565266279,LD20.01,Pontocerebellar hypoplasia,"Nonsyndromic pontocerebellar hypoplasias are a rare heterogeneous group of diseases characterised by hypoplasia and atrophy and/or early neurodegeneration of the cerebellum and pons. Eight subtypes named type 1-8 have been described, generally inherited in an autosomal recessive pattern."
258484393,,Structural developmental anomalies primarily affecting one body system,A deformation established before birth of an anatomical structure.
1724920772,LD28.10,"Ehlers-Danlos syndrome, classical type","Ehlers-Danlos syndrome, classic type is a type of Ehlers-Danlos syndromes (EDS), a heterogeneous group of hereditary connective tissue diseases characterised by joint hyperlaxity, cutaneous hyperelasticity and tissue fragility, and is characterised by the following major clinical diagnostic criteria: hyperextensible skin, atrophic cutaneous scars due to tissue fragility and joint hyperlaxity."
830907514,LB93.1,Congenital genu flexum,
1429730271,LB90,Joint formation defects,"Any condition of the skeletal system, caused by failure of joints to correctly develop during the antenatal period."
805385297,LD20.1,Syndromes with lissencephaly as a major feature,"The term lissencephaly covers a group of rare malformations sharing the common feature of anomalies in the appearance of brain convolutions (characterised by simplification or absence of folding) associated with abnormal organisation of the cortical layers as a result of neuronal migration defects during embryogenesis. Children with lissencephaly have feeding and swallowing problems, muscle tone anomalies (early hypotonia and subsequently limb hypertonia), seizures (in particular, infantile spasms) and severe psychomotor retardation. Two large groups can be distinguished: classical lissencephaly (and its variants) and cobblestone lissencephaly."
819487805,LB20.20,Choledochal cyst,
1860884713,LB17.1,Ectopic anus,"While children with imperforate or obviously mislocated anus are identified in the newborn period, some children with a very mild abnormality may escape identification until after the newborn period. This mild mislocation of the anus has been termed anterior ectopic anus. Anterior ectopic anus is different from imperforate anus with perineal fistula in that the anal opening is usually of normal size, and only mildly misplaced. Most of these children come to medical attention due to severe constipation."
1919487502,LB44.5,Congenital fistulae between uterus and digestive and urinary tracts,"A condition caused by abnormal tissue development during the antenatal period. This condition is characterised by the formation of an abnormal passage between the uterus, digestive, and urinary tracts."
1259579536,LB20.24,Accessory bile duct,
2113958308,LD41.6,Duplications of chromosome 7,
1759020918,LB98.1,Congenital pes planus,Any condition caused by failure of the foot to correctly develop during the antenatal period. These conditions are characterised by severe rigid flat foot deformity.
1958615745,LA87.12,Dysplasia of mitral valve,"A congenital cardiac malformation that includes any structural abnormality of the mitral valvar leaflet(s), commonly consisting of leaflet thickening and restricted mobility."
1786413029,LA89.0,Double inlet atrioventricular connection,"A congenital cardiovascular malformation with a univentricular atrioventricular connection wherein both atria connect to one ventricle either via two separate atrioventricular valves or a common atrioventricular valve, such that all or nearly all of the total atrioventricular junctional (annular) area is committed to one ventricular chamber."
609162974,LA13.70,Isolated optic nerve hypoplasia,
71579696,LD2F.02,Embryofetopathy due to oral anticoagulant therapy,"A condition caused by exposure of the embryo or fetus to anticoagulants during the antenatal period. This disease may present with optic nerve anomaly, optic atrophy, anomaly of the papilla, blindness, or choanal atresia."
472179859,LD41.10,Duplications of the long arm of chromosome 2,
1852308037,LB73.25,Congenital scoliosis due to congenital bony malformation,A condition caused by malformation of the ribs or spine. This condition is characterised by abnormal curving of the spine.
314832996,LA21.3,Misshapen ear,A condition caused by the malformation of the ear during the antenatal period.
67461053,LB81,Congenital deformities of toes,
702744852,LD41.Q,Extra marker chromosomes,
37094742,LB99,Reduction defects of upper limb,Any condition caused by the failure of an upper limb to correctly develop during the antenatal period. These conditions are characterised by reduction in size or absence of the limb.
186534168,LD2H,Syndromic genetic deafness,
2122176884,LB98.0,Congenital varus deformities of feet,Any condition caused by failure of the bones of the foot to correctly develop during the antenatal period. These conditions are characterised by twisting of parts of the foot inward from the centre of the body.
810833887,LA05.5,Abnormal neuronal migration,"Any condition caused by abnormal migration of neuronal cells during the antenatal period. These conditions may present with poor muscle tone and motor function, seizures, developmental delays, mental retardation, failure to grow and thrive, difficulties with feeding, swelling in the extremities or microcephaly."
6841239,LB16.2,Immature ganglionosis of large intestine,"When the number of ganglion cells is normal but the ganglion cells are prominently immature, the disease is referred to as immature ganglionosis or immaturity of ganglia."
316300086,LD41.8,Duplications of chromosome 9,
940432208,LB15.5,Congenital diverticulum of small intestine,"This refers to a morphological condition in which there is single small congenital pouch in the lining of the small intestine, bulging outward through a weak spot."
423141418,LA31.0,Congenital macroglossia,A condition caused by failure of the tongue to correctly develop during the antenatal period. This condition is characterised by a larger than normal tongue.
1616705280,LA73.1,Congenital tracheomalacia,Congenital tracheomalacia is a relatively uncommon anomaly that results from an intrinsic weakness of the cartilaginous support of the trachea such that it is prone to collapse especially during expiration.
1472503127,LD50.30,"Klinefelter syndrome with karyotype 47,XXY, regular","Karyotype 47 XXY; gonads: testes (hypogonadism) small and firm with decreased spermatogenesis ; phenotype male with associated congenital abnormalities (decreased virilization due to decreased testosterone production, long arms and legs, short trunk, psychosocial problems)."
105174041,LA8B.23,Congenital anomaly of descending thoracic or abdominal aorta,A congenital cardiovascular malformation of the aorta distal to the aortic arch
1678128915,LD44.7,Deletions of chromosome 7,
763462445,LD46.1,Paternal imprinting error,
201200685,LD90.4,Rett syndrome,"A condition in which apparently normal early development is followed by partial or complete loss of speech and of skills in locomotion and use of hands, together with deceleration in head growth, usually with an onset between seven and 24 months of age. Loss of purposive hand movements, hand-wringing stereotypies, and hyperventilation are characteristic. Social and play development are arrested but social interest tends to be maintained. Trunk ataxia and apraxia start to develop by age four years and choreoathetoid movements frequently follow. Severe mental retardation almost invariably results."
254915185,LA85.00,Congenitally corrected transposition of great arteries,"A congenital cardiac malformation in which the morphologically right atrium connects to the morphologically left ventricle, the morphologically left atrium connects to the morphologically right ventricle, the morphologically right ventricle connects to the aorta, and the morphologically left ventricle connects to the pulmonary trunk."
71247444,LD47.0,Balanced translocation and insertion in normal individual,"A condition caused by translocation of genetic material between chromosomes with no net gain or loss of genetic material, in an individual demonstrating no abnormalities. Confirmation is through observation of a balanced translocation and insertion by genetic testing."
921320354,LB30.1,Renal dysplasia,A condition characterised by abnormal development of one or both kidneys.
83746811,LD44.4,Deletions of chromosome 4,
1619764541,LB12.3,Congenital stenosis or stricture of oesophagus,"A form of incomplete oesophageal obstruction due to a developmental defect of the primitive foregut. Abnormal narrowing of the oesophagus occurs most often at the junction of the middle and lower thirds. Clinical manifestations, apparent 2 to 3 weeks after birth, include dysphagia and progressive vomiting."
1136708449,LB31.D,Congenital vesico-uretero-renal reflux,"A condition caused by failure of the ureter to develop correctly during the antenatal period. This condition may present with urinary tract infection, or may be asymptomatic."
1731371085,LB98.21,Metatarsus valgus,A condition caused by failure of the bones of the foot to correctly develop during the antenatal period. This condition is characterised by rotation of the forepart of the foot outward from the midline of the body.
238760163,LA22.3,Structural developmental anomalies of ear ossicles,Any condition caused by failure of the ear ossicles to correctly develop during the antenatal period.
1980732874,LA13.7,Congenital malformation of optic disc,
50021633,LD50.04,"Mosaicism, 45, X or other cell line with abnormal sex chromosome","A disease caused by embryonic fusion or the structural mutation of a sex chromosome early in embryonic development, resulting in a subset of cells in the body having one normal copy of the X chromosome and one abnormal sex chromosome. This disease may present with short stature, sexual organ dysfunction, or may be asymptomatic."
1352039312,LD25,Syndromes with face or limb anomalies as a major feature,
1930265486,LD24.01,Hypochondroplasia,"Hypochondroplasia is a skeletal dysplasia characterised by disproportionate short stature, mild lumbar lordosis and limited extension of the elbow joints."
1437779804,LB78.3,Polydactyly of toes,Any condition caused by development of supernumerary toes during the antenatal period.
1243068849,LD27.1,Xeroderma pigmentosum,"Xeroderma pigmentosum (XP) is a rare genodermatosis characterised by extreme sensitivity to ultraviolet (UV)-induced changes in the skin and eyes, and multiple skin cancers. It is subdivided into 8 complementation groups, according to the affected gene: XPA to XPG, and XP variant (XPV). The severity of the clinical manifestations and the age of onset are extremely variable and are in part dependent on exposure to sunlight and the complementation group."
1060446859,LA85.23,"Double outlet right ventricle with subaortic or doubly committed ventricular septal defect and pulmonary stenosis, Fallot type","A congenital cardiovascular malformation that is a variant of double outlet right ventricle with concordant atrioventricular connections, a subaortic or doubly-committed (with absence or deficiency of the conal septum) ventricular septal defect, and pulmonary outflow tract obstruction."
1410300100,LA13.74,Megalopapilla,
1778475393,LA75.2,Congenital hypoplasia of lung,
934406879,LD44.G1,Deletions of the short arm of chromosome 16,
1196099436,LB41.2,Clitoromegaly,
1935903902,LA55,Compression facies,"A disease caused by neurovascular compression of the facial nerve. This disease is characterised by facial spasm, and abnormal facial expression."
1668919215,LD24.02,Thanatophoric dysplasia,"Thanatophoric Dysplasia is a severe skeletal disorder that is lethal in the neonatal period. Two clinically defined TD subtypes have been classified: type I (TDI), characterised by micromelia with bowed femurs and, occasionally, by the presence of cloverleaf skull deformity of varying severity and type II (TDII), characterised by micromelia with straight femurs and a moderate to severe cloverleaf skull deformity."
1979614446,LD44.8,Deletions of chromosome 8,
1067895658,LA41.0,"Cleft lip and alveolus, unilateral",
1910019778,LB73,Structural developmental anomalies of spine or bony thorax,Any condition caused by failure of the spine or bony thorax to correctly develop during the antenatal period.
1475259752,LB73.26,Sacralization of the last lumbar vertebra,
2023437459,LC50.1,Port-wine stain,A port-wine stain is defined as a macular telangiectatic area of skin which is present at birth and does not spontaneously involute. Port-wine stains may be localised or extensive and they are often associated with an underlying disorder.
215057274,,Structural developmental anomalies of the nervous system,Any condition caused by failure of the nervous system to correctly develop during the antenatal period.
25664922,LB44.0,Agenesis or aplasia of uterine body,"A condition of the uterus, caused by the absence of primordial tissue development during the antenatal period. This condition is characterised by improper or lack of development of the uterine body."
1457862689,LA87.3,Common atrioventricular junction without an atrioventricular septal defect,"A congenital cardiac malformation in which there is a common atrioventricular junction without any comunication at the level of the atrioventricular septum.

Additional information: this code should be used when there is a trifoliate left atrioventricular valve in the setting of a common atrioventricular junction with evidence of obliteration of the atrioventricular septal defect by valve or subvalvar tissue. This should be distinguished from a 'True cleft of anterior mitral leaflet', without evidence of a common atrioventricular junction. Additional defects in the atrial or ventricular septums that do not involve the atrioventricular septum are not excluded by this term and should be coded separately."
1833285474,,Structural developmental anomalies of the circulatory system,
1888646827,LD47.3,Balanced sex or autosomal rearrangement in abnormal individual,"Any disease caused by alteration of chromosomal structure with no net gain or loss of genetic material, in an individual demonstrating abnormalities. Confirmation is through observation of a balanced chromosomal rearrangement by genetic testing."
397762525,LD41.70,Duplications of the long arm of chromosome 8,
283910751,LB03.0,Allantoic duct remnants or cysts,"Any condition caused by failure of the umbilical cord to correctly develop during the antenatal period. These conditions are characterised by cysts or remnants of allantoic tissue within the umbilical cord, the umbilicus, or the urachus."
2131510660,LB17.2,Persistent cloaca,"A congenital anomaly in which the intestinal, urinary, and reproductive ducts open into a common cavity, a result of the failure of the urorectal septum to form during prenatal development. They occur exclusively in girls and comprise the most complex defect in the spectrum of anorectal malformations."
1447087568,LB03.1,Single umbilical cord artery,"A single umbilical artery arising from the either the allantoic arterial system (Type I), or vitelline artery (Type II). And has been associated with renal anomalies"
1595108486,LD41.J0,Duplications of the long arm of chromosome 19,
1250212986,,Structural developmental anomalies of the neck,Any condition caused by failure of the neck to correctly develop during the antenatal period.
1004815242,LD44.11,Deletions of the short arm of chromosome 1,
1325372654,LD24.J,Patellar dysostoses,Any syndrome characterised by malformation of the patella during the antenatal period.
11389088,LA51,Facial clefts,"Any condition caused by failure of the structures of the face to correctly develop during the antenatal period. These conditions are characterised by a partition in bone, soft tissue, or skin of the face."
753992666,LB73.29,Caudal appendage,A condition caused by development of a malformation on the lower back during the antenatal period. This condition is characterised by a cutaneous protrusion superior to the buttocks. This condition may be associated with occult spinal dysraphism.
1702726206,LA13.73,Optic disc dysplasia,deformed optic discs that fail to conform to any recognizable diagnostic category
970699895,LA11.3,Aniridia,Aniridia is a congenital ocular malformation characterised by the complete or partial absence of the iris. It can be isolated or part of a syndrome (isolated and syndromic aniridia).
1420151003,LD2H.3,Waardenburg-Shah syndrome,"In this syndrome the phenotype includes not only the classical features of Waardenburg syndrome but also Hirschsprung disease. It may be caused by mutations in SOX10, EDN3 or EDNRB genes."
2026021957,LB72.0,Cervical rib,
1784469770,LD44.C,Deletions of chromosome 12,
1136513990,,Structural developmental anomalies of the breast,A deformation established before birth of an anatomical structure of the breast or breast tissue.
1712699129,LA05.2,Holoprosencephaly,"Holoprosencephaly is a brain malformation resulting from incomplete cleavage of the prosencephalon, occurring between the 18th and the 28th day of gestation and affecting both the forebrain and the face. In most of the cases, facial anomalies are observed: cyclopia, proboscis and median or bilateral cleft lip/palate in severe forms, and ocular hypotelorism or solitary median maxillary central incisor in minor forms. These latter midline defects can occur without the cerebral malformations (microforms). Children with HPE have many medical problems: developmental delay and feeding difficulties, epilepsy, and instability of temperature, heart rate and respiration. Endocrine disorders like diabetes insipidus, adrenal hypoplasia, hypogonadism, thyroid hypoplasia and growth hormone deficiency are frequent."
416684379,LD27.3,Genetic syndromes with hypertrichosis,Genetic syndromes in which excessive non-androgen-dependent hair growth is associated with other abnormalities.
1763449287,LB13,Structural developmental anomalies of stomach,"Any congenital defect of stomach that results from interference with the normal growth and differentiation of the fetus. Such defects can arise at any stage of embryonic development, vary greatly in type and severity, and are caused by a wide variety of determining factors, including genetic mutations, chromosomal aberrations, teratogenic agents, and environmental factors. Most developmental defects are apparent at birth, especially any structural malformation, but some becomes evident later."
477484939,LB98.2,Congenital valgus deformities of feet,Any condition caused by failure of the bones of the foot to correctly develop during the antenatal period. These conditions are characterised by twisting of parts of the foot outward from the centre of the body.
2144522441,LB72.1,Sprengel deformity,"A condition caused by failure of the pectoral girdle to correctly develop during the antenatal period. This condition is characterised by abnormal descent, and altered position and anatomy of the scapula. This condition may present with muscle hypoplasia."
2064431086,LD27.5,Genetic hamartoneoplastic syndromes affecting the skin,A heterogeneous group of inherited diseases characterised by the presence of multiple hamartomata and associated with an increased risk of malignancy.
1452617987,LD2F.11,VATER association,"VACTERL/VATER is an association of congenital malformations typically characterised by the presence of at least three of the following: vertebral defects, anal atresia, cardiac defects, tracheo-oesophageal fistula, renal anomalies, and limb abnormalities."
1534380955,LB78,Polydactyly,Any condition caused by development of supernumerary fingers during the antenatal period.
1525079646,LB98.4,Congenital vertical talus,"Isolated congenital vertical talus is a rare pedal deformity recognizable at birth by a dislocation of the talonavicular joint, resulting in a characteristic radiographic near-vertical orientation of the talus."
968811028,LD28.0,Marfan syndrome or Marfan-related disorders,
469101490,LA86.3,Congenital pulmonary venous stenosis or hypoplasia,"A congenital cardiovascular malformation with a pathologic narrowing of one or more pulmonary veins including diffuse hypoplasia, long segment focal/tubular stenosis and/or discrete stenosis."
399094619,,"Structural developmental anomalies of the liver, biliary tract, pancreas or spleen","Any condition caused by failure of the liver, biliary tract, pancreas and spleen to correctly develop during the antenatal period."
2028476598,LD45.1,Uniparental disomies of paternal origin,"Any disease caused by the inheritance of two homologous copies of a chromosome from the father, and none from the mother. Confirmation is by observation of identical chromosome pairs, and matching to a paternal chromosome, by genetic testing."
2102952411,LA87.11,Congenital mitral valvar stenosis,A congenital cardiovascular malformation of the mitral valve in which there is narrowing or stricture of the valvar orifice (obstruction to flow).
1284734679,LA14,"Structural developmental anomalies of eyelid, lacrimal apparatus or orbit",Any condition caused by failure of the eyelid lacrimal apparatus and orbit to correctly develop during the antenatal period.
1458532658,LB62,Supernumerary breasts,"A condition caused by failure of the breasts to correctly develop during the antenatal period. This condition is characterised by supernumerary breasts, with or without nipples. This condition may be asymptomatic."
73836130,LA21.1,Protruding ear,
1109766641,LB73.1,Structural developmental anomalies of chest wall,Any condition caused by failure of the chest wall to correctly develop during the antenatal period.
462724513,LD41.60,Duplications of the long arm of chromosome 7,
154698183,LA00.3,Amyelencephaly,Amyelencephaly is the absence of both the brain and spinal cord.
2075761415,LC20,Connective tissue hamartoma,
1894344911,LD2F.01,Fetal hydantoin syndrome,"Fetal hydantoin syndrome is a fetopathy likely to occur when a pregnant woman takes the anticonvulsant drug phenytoin (diphenylhydantoin) for epileptic seizures. In utero exposure to this drug may result in a characteristic dysmorphic syndrome in the newborn, including low-set hair, short neck with pterygium colli, small nose, deep nasal bridge, epicanthus, hypertelorism, large mouth, malformed ears, hypoplastic distal phalanges of the fingers and toes and finger-like thumbs. These dysmorphic features are often associated with growth retardation and delayed psychomotor development. The mechanism underlying these anomalies has been shown to depend on maternal genetic characteristics, i.e. on maternal capacity to detoxify intermediate metabolites of phenytoin."
2138528744,LB45.9,Embryonic cyst of broad ligament,Remnant tissue from embryological development of the development of the pelvic organs presenting as a closed fluid sac on the broad ligament.
90967508,LA8G.0,Divided left atrium,"A congenital cardiac malformation in which there is a partition that divides the left atrium into a posterosuperior chamber that receives some or all of the pulmonary veins and an antero-inferior chamber that communicates with the left atrial appendage and atrioventricular junction (usually the mitral valve).

Additional information: in differentiating 'Divided left atrium' from 'Congenital supravalvar or intravalvar mitral ring', in the latter, the antero-inferior compartment contains only the mitral valvar orifice."
1609519581,LB96.1,Congenital bowing of tibia,A condition caused by failure of the tibia to develop correctly during the antenatal period. This condition is characterised by abnormal angling of the tibia. Confirmation is through observation of the bowed tibia by imaging.
2139806824,LB72.2,Deformation of scapula,
765928537,LB22.1,Polysplenia,"A condition caused by the development of supernumerary spleens during the antenatal period. This condition may present with cardiac defects, anomalies in abdominal organs, or may be asymptomatic."
1494626723,,Congenital deformities of fingers or toes,
187581000,LA02.1,Spina bifida aperta,"A condition caused by failure of the neural tube to correctly develop during the antenatal period. This condition is characterised by nerve damage originating from a known location in the spine, signified by the presence of a meningocele or myelomeningocele. This condition may present with physical or mental impairment."
498751490,LA87.13,Congenital anomaly of mitral subvalvar apparatus,"A congenital cardiac malformation in which the mitral chords, chordal attachments, or papillary muscles are abnormal."
941488646,LD2D.12,Neurofibromatosis type 3,
1543387349,LB73.27,Lumbarisation of the first sacral vertebra,
135548078,LB73.22,Atlanto-axial instability or subluxation,"A condition caused by bony or ligamentous abnormality of the upper spinal column. This condition is characterised by excessive movement at the junction between C1 and C2 vertebrae. This condition may present with impaired rotation of the neck, neurological difficulties, or may be asymptomatic."
555718563,LB78.0,Polydactyly of the thumb,A condition caused by development of supernumerary thumbs during the antenatal period.
714395742,LD41.4,Duplications of chromosome 5,
1578364807,LD24.20,Multiple osteochondromas,
1054533453,LD44.30,Deletions of the long arm of chromosome 3,
1111258427,LB9A.1,Tibial hemimelia,Tibial hemimelia is a rare congenital anomaly characterised by deficiency of the tibia with a relatively intact fibula.
539255304,LA14.10,Aplasia of lacrimal or salivary glands,
300327117,LB42.2,Congenital rectovaginal fistula,"A condition of the genitourinary system affecting females, caused by an abnormality arising during the antenatal period. This condition is characterised by the formation of an abnormal passage between the rectum and the vagina."
473306797,LD2F.12,Sirenomelia,"Sirenomelia is a rare lethal malformation characterised by severe anomalies of the caudal part of the fetus that include a single lower limb, with various degrees of involvement ranging from single to separate femurs in the same skin shaft, presence of two feet (sympode mermaid) or one foot (monopode mermaid), to absence of both feet (ectromelic mermaid). Urogenital anomalies are also present and include bilateral renal agenesis, absence of outflow tract and absence of external genitalia. Imperforate anus and sacro-coccygeal agenesis have also been reported. Together these malformations comprise the extreme form of the caudal regression sequence."
2090257992,LA30.8,Dentinogenesis imperfecta,
324314539,LD44.G0,Deletions of the long arm of chromosome 16,
1406855248,LB9A.6,Split foot,A condition caused by malformation of the foot during the antenatal period. This condition is characterised by a deep median cleft of the foot due to the absence of the central rays.
928929937,LA20,Structural anomaly of eustachian apparatus,
547746710,LB30.62,Horseshoe kidney,"Horseshoe kidney is the most frequent renal fusion anomaly and is characterised by the union of the inferior poles of the two kidneys through an isthmus. Horseshoe kidney is in fact an anatomical anomaly rather than a disease, but it does lead to predisposition to certain conditions such as hydronephrosis, nephrolithiasis or pyelonephritis. One third of individuals with horseshoe kidney are asymptomatic, with the anomaly being discovered fortuitously during a radiological examination. Urogenital or renal vessel anomalies may be associated with the condition. For cases requiring treatment, various therapeutic approaches are available and choice of treatment depends on the associated pathology."
1498426606,LD24.10,Osteopetrosis,"Osteopetrosis ('marble bone disease') is a descriptive term that refers to a group of rare, heritable disorders of the skeleton characterised by increased bone density on radiographs. Osteopetrotic conditions vary greatly in their presentation and severity, ranging from neonatal onset with life-threatening complications such as bone marrow failure (as in classical or 'malignant' autosomal recessive osteopetrosis) to the incidental finding of osteopetrosis on radiographs (e.g. osteopoikilosis)."
1923123066,LA30.6,Amelogenesis imperfecta,"Amelogenesis imperfecta presents with a rare abnormal formation of the enamel or external layer of the crown of teeth. Amelogenesis imperfecta is due to the malfunction of the proteins in the enamel: ameloblastin, enamelin, tuftelin and amelogenin. People afflicted with amelogenesis imperfecta have teeth with abnormal colour: yellow, brown or grey; this disorder can afflict any number of teeth of both dentitions. The teeth have a higher risk for dental cavities and are hypersensitive to temperature changes as well as rapid attrition, excessive calculus deposition, and gingival hyperplasia."
559816116,LB31,Structural developmental anomalies of urinary tract,Any condition caused by failure of the urinary tract to correctly develop during the antenatal period.
1645917296,LA88.21,Tetralogy of Fallot with pulmonary atresia,A congenital cardiovascular malformation that is a variant of tetralogy of Fallot in which there is no direct communication between the right ventricle and the pulmonary arterial tree.
59912591,LC01,Pilosebaceous hamartoma,Hamartomatous malformation involving elements originating from the developing pilosebaceous follicle.
2041437327,LA71,Structural developmental anomalies of larynx,Any condition caused by failure of the larynx to correctly develop during the antenatal period.
76585642,LA71.3,Congenital subglottic stenosis,"A condition caused by failure of the tracheal rings to correctly develop during the antenatal period. This condition is characterised by inspiratory stridor. This condition may also present with shortness of breath, difficulty feeding, or failure to thrive. Confirmation is through observation of the stenosis by flexible laryngoscopy."
1532925990,LA86.20,Total anomalous pulmonary venous connection,A congenital cardiovascular malformation in which none of the pulmonary veins connect to the morphologically left atrium.
585997617,LA90.3,Peripheral arteriovenous malformations,"This is a peripheral, abnormal connection between arteries and veins, bypassing the capillary system. This vascular anomaly is widely known because of its occurrence in the central nervous system, but can appear in any location."
1342802999,LA10.0,Microphthalmos,
1952603717,LB00.1,Absence of diaphragm,
910061501,LD46,Imprinting errors,
565435388,LB99.0,Amelia of upper limb,A condition caused by the failure of an upper limb to develop during the antenatal period. This condition is characterised by absence of the upper limb.
434506582,LD44.K0,Deletions of the long arm of chromosome 19,
912726286,LB53.2,"Hypospadias, penoscrotal","A condition of the urethra affecting males, caused by determinants arising during the antenatal period. This condition is characterised by a malformation of the urethra and the ventral side of the penis, leading to an abnormally placed urinary meatus that opens where the shaft of the penis meets the scrotum. This condition may also present with an incomplete foreskin that forms a hood."
